participant_id,game_mode,game_duration_seconds,it_change_count,player0_name,player0_score,player0_it_time_seconds,player1_name,player1_score,player1_it_time_seconds,player2_name,player2_score,player2_it_time_seconds
izumi,PlayerVsNPC,60.00,11,No Name,36.3,36.32,NPC1,23.7,23.68,,0.0,0.00
