participant_id,test_type,trial_number,timestamp_ms,gsr_raw,gsr_derivative,gsr_threshold,target_value,current_state,instantaneous_score,cumulative_score
void2,Pre,1,18937,721.00,1.00,5.00,Calmed,Calmed,100,319
void2,Pre,1,18940,721.00,1.00,5.00,Calmed,Calmed,100,320
void2,Pre,1,18942,721.00,1.00,5.00,Calmed,Calmed,100,321
void2,Pre,1,18945,721.00,1.00,5.00,Calmed,Calmed,100,322
void2,Pre,1,18947,721.00,1.00,5.00,Calmed,Calmed,100,323
void2,Pre,1,18950,721.00,1.00,5.00,Calmed,Calmed,100,324
void2,Pre,1,18953,721.00,1.00,5.00,Calmed,Calmed,100,325
void2,Pre,1,18958,721.00,1.00,5.00,Calmed,Calmed,100,326
void2,Pre,1,18960,721.00,1.00,5.00,Calmed,Calmed,100,327
void2,Pre,1,18963,721.00,1.00,5.00,Calmed,Calmed,100,328
void2,Pre,1,18965,721.00,1.00,5.00,Calmed,Calmed,100,329
void2,Pre,1,18968,721.00,1.00,5.00,Calmed,Calmed,100,330
void2,Pre,1,18972,721.00,1.00,5.00,Calmed,Calmed,100,331
void2,Pre,1,18974,721.00,1.00,5.00,Calmed,Calmed,100,332
void2,Pre,1,18978,721.00,1.00,5.00,Calmed,Calmed,100,333
void2,Pre,1,18981,721.00,1.00,5.00,Calmed,Calmed,100,334
void2,Pre,1,18983,721.00,1.00,5.00,Calmed,Calmed,100,335
void2,Pre,1,18987,721.00,1.00,5.00,Calmed,Calmed,100,336
void2,Pre,1,18989,721.00,1.00,5.00,Calmed,Calmed,100,337
void2,Pre,1,18992,721.00,1.00,5.00,Calmed,Calmed,100,338
void2,Pre,1,18994,721.00,1.00,5.00,Calmed,Calmed,100,339
void2,Pre,1,18997,721.00,1.00,5.00,Calmed,Calmed,100,340
void2,Pre,1,18999,721.00,1.00,5.00,Calmed,Calmed,100,341
void2,Pre,1,19002,721.00,1.00,5.00,Calmed,Calmed,100,342
void2,Pre,1,19006,721.00,1.00,5.00,Calmed,Calmed,100,343
void2,Pre,1,19010,721.00,1.00,5.00,Calmed,Calmed,100,344
void2,Pre,1,19013,721.00,1.00,5.00,Calmed,Calmed,100,345
void2,Pre,1,19015,721.00,1.00,5.00,Calmed,Calmed,100,346
void2,Pre,1,19018,721.00,1.00,5.00,Calmed,Calmed,100,347
void2,Pre,1,19022,721.00,1.00,5.00,Calmed,Calmed,100,348
void2,Pre,1,19026,721.00,1.00,5.00,Calmed,Calmed,100,349
void2,Pre,1,19028,721.00,1.00,5.00,Calmed,Calmed,100,350
void2,Pre,1,19031,721.00,1.00,5.00,Calmed,Calmed,100,351
void2,Pre,1,19033,721.00,1.00,5.00,Calmed,Calmed,100,352
void2,Pre,1,19037,721.00,1.00,5.00,Calmed,Calmed,100,353
void2,Pre,1,19040,721.00,1.00,5.00,Calmed,Calmed,100,354
void2,Pre,1,19042,721.00,1.00,5.00,Calmed,Calmed,100,355
